
  682.5930  404.1617
  681.2345  404.1617
  696.1779  420.4636
  709.7628  433.1429
  639.1213  393.2938
  635.0458  393.2938
  635.0458  393.2938
  635.0458  393.2938
  635.0458  393.2938
  641.8383  382.4259
  641.8383  382.4259
  679.8760  400.5391
  537.2345  418.6523
  535.8760  431.3315
  534.5175  429.5202
  534.5175  429.5202
  534.5175  429.5202
  542.6685  415.0296
  542.6685  420.4636
  542.6685  420.4636
  533.1590  431.3315
  533.1590  431.3315
  527.7251  422.2749
  526.3666  427.7089
  523.6496  436.7655
  520.9326  433.1429
  519.5741  436.7655
  519.5741  436.7655
  497.8383  453.0674
  495.1213  453.0674
  419.0458  398.7278
  433.9892  413.2183
  432.6307  411.4070
  432.6307  411.4070
  432.6307  411.4070
  431.2722  404.1617
  431.2722  404.1617
  431.2722  404.1617
  431.2722  404.1617
  431.2722  404.1617
  431.2722  404.1617
  431.2722  404.1617
  431.2722  404.1617
  447.5741  415.0296
  447.5741  415.0296
  447.5741  415.0296
  447.5741  415.0296
  447.5741  415.0296
  447.5741  415.0296
  435.3477  415.0296
  435.3477  415.0296
  450.2911  416.8410
  450.2911  416.8410
  450.2911  416.8410
  450.2911  416.8410
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  443.4987  409.5957
  472.0270  425.8976
  472.0270  425.8976
  472.0270  425.8976
  472.0270  425.8976
  472.0270  425.8976
  470.6685  411.4070
  470.6685  411.4070
  470.6685  411.4070
  482.8949  422.2749
  482.8949  422.2749
  482.8949  422.2749
  482.8949  416.8410
  482.8949  416.8410
  482.8949  416.8410
  501.9137  416.8410
  501.9137  416.8410
  501.9137  416.8410
  514.1402  402.3504
  514.1402  402.3504
  514.1402  402.3504
  514.1402  402.3504
  507.3477  413.2183
  507.3477  413.2183
  511.4232  413.2183
  511.4232  413.2183
  512.7817  407.7844
  512.7817  405.9730
  512.7817  405.9730
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  520.9326  404.1617
  534.5175  391.4825
  534.5175  391.4825
  534.5175  391.4825
  534.5175  391.4825
  552.1779  418.6523
  552.1779  418.6523
  552.1779  418.6523
  552.1779  418.6523
  545.3854  407.7844
  545.3854  407.7844
  568.4798  505.5957
  549.4609  520.0863
  533.1590  527.3315
  527.7251  529.1429
  542.6685  431.3315
  531.8005  422.2749
  530.4420  418.6523
  518.2156  418.6523
  518.2156  416.8410
  515.4987  415.0296
  504.6307  415.0296
  499.1968  415.0296
  491.0458  420.4636
  491.0458  420.4636
  488.3288  396.9164
  482.8949  411.4070
  485.6119  415.0296
  481.5364  425.8976
  617.3854  371.5580
  607.8760  369.7466
  591.5741  367.9353
  587.4987  380.6146
  587.4987  380.6146
  287.2722  462.1240
  295.4232  471.1806
  296.7817  472.9919
  303.5741  478.4259
  303.5741  478.4259
  295.4232  491.1051
  533.1590  418.6523
  529.0836  429.5202
  529.0836  429.5202
  525.0081  449.4447
  525.0081  447.6334
  525.0081  447.6334
  531.8005  431.3315
  530.4420  442.1995
  552.1779  460.3127
  549.4609  451.2561
  549.4609  451.2561
  534.5175  451.2561
  522.2911  463.9353
  522.2911  463.9353
  518.2156  471.1806
  519.5741  463.9353
  511.4232  462.1240
  510.0647  462.1240
  510.0647  462.1240
  510.0647  460.3127
  510.0647  458.5013
  586.1402  355.2561
